,index,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,0,1451840640644308995,1451840640644308995,1634980757000.0,2021-10-23 18:19:17,+0900,,わしほー ＃滝中しか勝たん,ja,['滝中しか勝たん'],[],2859871044,2859871044,KBETANA,ベタナ,6,18,https://twitter.com/KBETANA/status/1451840640644308995,[],[],0,,False,1,0,0,,ベタナ,,,,,,,[],,,,
1,3,1434824359508541448,1434783295225556996,1630923759000.0,2021-09-06 19:22:39,+0900,,@ito0727yumi ﾍﾞﾀﾅYou Tubeﾃﾞﾓｲｲﾃﾞｽｶ？,ja,[],[],1206065831039262720,1206065831039262720,Ikkyuu_MSC,一休りん🎠,1,19,https://twitter.com/Ikkyuu_MSC/status/1434824359508541448,[],[],0,,False,0,1,0,,ベタナ,,,,,,,"[{'screen_name': 'ito0727yumi', 'name': '糸平 由美', 'id': '920536474084241408'}]",,,,
2,4,1434122209560195082,1434122209560195082,1630756354000.0,2021-09-04 20:52:34,+0900,,マ～、ベタナだったところで1錠じゃ～、どうにもならんのだが･･･,ja,[],[],545782361,545782361,34343434343434_,I Know... In Hell...,6,20,https://twitter.com/34343434343434_/status/1434122209560195082,[],[],0,,False,0,0,0,,ベタナ,,,,,,,[],,,,
3,8,1426798308605841409,1426798308605841409,1629010200000.0,2021-08-15 15:50:00,+0900,,ムトゥーとベタナの差が思いきりでた😭この枠の並びであのスタートなら２番手キープだろ😢なぜ抑える武藤くんis無能、、、,ja,[],[],2955202525,2955202525,shinodeseu,しの💙❄️🍒🐎🍆⚾️(タマ),7,15,https://twitter.com/shinodeseu/status/1426798308605841409,[],[],0,,False,0,0,0,,ベタナ,,,,,,,[],,,,
4,9,1416572249163722752,1416572249163722752,1626572117000.0,2021-07-18 10:35:17,+0900,,儀。（ｺﾉﾖｱﾅ ﾍﾞﾀﾅ ｱﾝｸﾞﾙﾃﾞｽﾏﾝ）  https://t.co/5ftozK5f7r,ja,[],[],347645631,347645631,NakanoPyonsuke,中野跳輔(ぴょんすけ),7,10,https://twitter.com/NakanoPyonsuke/status/1416572249163722752,[],['https://pbs.twimg.com/media/E6is7Y0VIAAWGoA.jpg'],1,https://pbs.twimg.com/media/E6is7Y0VIAAWGoA.jpg,False,15,1,0,,ベタナ,,,,,,,[],,,,
5,10,1414204413011394565,1414123935017226242,1626007581000.0,2021-07-11 21:46:21,+0900,,@Qbd1VSnzsiUYxsn たとえどんな本でも肉丸屋さんなら必ず良い点を見いだす  それは感性で有り一つの才能でも有り見付けられる人は見付けられ見付けられない人は見付けられない そして見付けられたら「それ」が自分の血となり肉(丸屋さん…ﾍﾞﾀﾅ ｷﾞｬｸﾞﾃﾞ ｽｲﾏｾﾝ)となる そして今後の自分を形成していく,ja,[],[],1271238142595457024,1271238142595457024,SlashKnife,Slash_with_a_knife,7,21,https://twitter.com/SlashKnife/status/1414204413011394565,[],[],0,,False,1,0,0,,ベタナ,,,,,,,[],,,,
6,11,1401414675024146435,1401414675024146435,1622958270000.0,2021-06-06 14:44:30,+0900,,安田記念  ◎ダノンキングリー　ユウガクン（一つ下） ○ダイワキャグニー　バシシュー（同級） ▲カテドラル　　　　ベタナ（一つ上）  ワシの同世代ジョッキーに期待☝️✨  △インディチャンプ ×サリオス  グランアレグリア包囲網完成,ja,[],[],92297748,92297748,s031009,ヒナウサ,7,14,https://twitter.com/s031009/status/1401414675024146435,[],[],0,,False,1,0,0,,ベタナ,,,,,,,[],,,,
7,12,1395976340612947970,1395976340612947970,1621661670000.0,2021-05-22 14:34:30,+0900,,"ナンと‼️😱 ｺﾘｬ お得やで~！ #わたなべまき FanClub 　　　　　　　入りまひょ~ 　　　　　　 ｡｡""8-(*o･ω･)oﾄｺﾄｺ  あ(￣0￣;) ワテは既に入会済みやった ^^;  ヘ(__ヘ)💥＼(--;) ﾍﾞﾀﾅ ｵﾁ ﾔﾉｫ~",ja,['わたなべまき'],[],954635123357499392,954635123357499392,Lion_dance_JP,⛩️獅子舞-Shishimai-🇯🇵🍖🎹,6,14,https://twitter.com/Lion_dance_JP/status/1395976340612947970,[],[],0,,False,5,0,0,https://twitter.com/lovemedo_bv/status/1395971635081990144,ベタナ,,,,,,,[],,,,
8,13,1388759642444947456,1388759642444947456,1619941075000.0,2021-05-02 16:37:55,+0900,,ナルコレプシーの薬で ベタナミン(ペモリン)を使ってる人ちょくちょく見ます 私はベタナミン✕脳です モデがあるのにベタナ飲んでる理由はなんでしょうか？ 気の毒でなりません  私の認識↓ 薬名:効果 効いてる時間 ベタナミン:弱い 長い +毒しかも肝臓 リタリン  :強い 短い モデイオダール:弱い 長い,ja,[],[],956493487360192514,956493487360192514,e_mc2_naruko,農民@ナルコレプシー研究機構,7,16,https://twitter.com/e_mc2_naruko/status/1388759642444947456,[],[],0,,False,2,0,1,,ベタナ,,,,,,,[],,,,
