,index,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,0,1451787484472307713,1451787484472307713,1634968083000.0,2021-10-23 14:48:03,+0900,,プロチアデン 不安などによる晴々しない気分や、ゆううつな気持ちを和らげ、意欲を高める働きがあります。 通常、うつ病やうつ状態の治療に用いられます。 副作用として、口渇、眠気、めまい・ふらつき・立ちくらみ、便秘、発疹、口周部などの不随意 #うつ病 #病み垢,ja,"['うつ病', '病み垢']",[],1034310636472217600,1034310636472217600,okusurishan,心理のプロが教えるあなたの薬,6,14,https://twitter.com/okusurishan/status/1451787484472307713,[],[],0,,False,1,0,0,,プロチアデン,,,,,,,[],,,,
1,1,1451445192985169929,1451445192985169929,1634886475000.0,2021-10-22 16:07:55,+0900,,プロチアデンとかいうのがビペリデンとかいうのに変わってから、足の痛み方が薄まった気はする。サインバルタ、ビペリデン、セレナール。,ja,[],[],1224157901377294336,1224157901377294336,fruity_channel,ふるうてちゃん,5,16,https://twitter.com/fruity_channel/status/1451445192985169929,[],[],0,,False,1,0,0,,プロチアデン,,,,,,,[],,,,
2,2,1449700601403625474,1449700601403625474,1634470532000.0,2021-10-17 20:35:32,+0900,,プロチアデンは向精神薬の一つで三環系抗うつ薬です。向精神薬の長期服用は副作用・依存性・禁断症状・後遺症などの危険性を増していきます。プロチアデンの詳細な副作用は以下の通りです→ https://t.co/YHY7fhkWqn（医薬品添付文書より）。,ja,[],[],1872014227,1872014227,alphaforu,向精神薬・副作用情報,7,20,https://twitter.com/alphaforu/status/1449700601403625474,['http://ow.ly/2bsSjv'],[],0,,False,0,0,0,,プロチアデン,,,,,,,[],,,,
3,3,1448794976008040475,1448794976008040475,1634254614000.0,2021-10-15 08:36:54,+0900,,分類：抗うつ薬　商品名：プロチアデン　一般名：ドスレピン　効能：うつ病　用量：75-150mg　備考：第二世代に分類される三環系抗うつ薬　身近で服用している人見たことありませんが飲んでいる人いませんか。飲み心地聞きたいです。,ja,[],[],1213583493730422784,1213583493730422784,kokorokusuri999,ガブちゃんこころの救急箱,5,08,https://twitter.com/kokorokusuri999/status/1448794976008040475,[],[],0,,False,0,0,0,,プロチアデン,,,,,,,[],,,,
4,7,1446340265690628103,1446340265690628103,1633669365000.0,2021-10-08 14:02:45,+0900,,オランザピン、プロチアデン、デパケンR 初心者に出す薬じゃねえだろ。食欲ないとは言ったが太りたいなんて言ってねえ。あとこれらはくそ危ない薬じゃねえかよ。調べれば調べるほど怒りで震える,ja,[],[],1417800180024287235,1417800180024287235,9s3urYaEuHR0ifu,しゅがー,5,14,https://twitter.com/9s3urYaEuHR0ifu/status/1446340265690628103,[],[],0,,False,0,0,0,,プロチアデン,,,,,,,[],,,,
